name	category	lang	homepage	desc_cn	desc_en	binlist	rule
fonttools	font	Python	https://github.com/fonttools/fonttools	fontTools 是用 Python 编写的操纵字体的库	fontTools is a library for manipulating fonts, written in Python	fonttools	{"/pip":{"cmd":"pip install fonttools","reference":"https://github.com/fonttools/fonttools?tab=readme-ov-file#installation","dsnap":"fonttools"},"darwin/brew":{"cmd":"brew install fonttools","reference":"https://formulae.brew.sh/formula/fonttools#default"}}
IosevkaTerm-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	IosevkaTerm 字体	IosevkaTerm font	IosevkaTerm-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install IosevkaTerm","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/IosevkaTerm.zip -OutFile IosevkaTerm.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/IosevkaTerm.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/IosevkaTerm.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
InconsolataLGC-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	InconsolataLGC 字体	InconsolataLGC font	InconsolataLGC-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install InconsolataLGC","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/InconsolataLGC.zip -OutFile InconsolataLGC.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/InconsolataLGC.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/InconsolataLGC.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
Ubuntu-Nerd-Font	font	CSS	https://github.com/ryanoasis/nerd-fonts	Ubuntu 字体	Ubuntu font	Ubuntu-Nerd-Font	{"(linux|darwin|wsl2)/":{"cmd":"x font nerd install Ubuntu","reference":"https://x-cmd.com/mod/font"},"win/powershell":{"cmd":"x pwsh Invoke-WebRequest -Uri https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Ubuntu.zip -OutFile Ubuntu.zip","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/curl":{"cmd":"curl -OL https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Ubuntu.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"},"/wget":{"cmd":"wget https://github.com/ryanoasis/nerd-fonts/releases/download/v3.1.1/Ubuntu.tar.xz","reference":"https://github.com/ryanoasis/nerd-fonts/releases/"}}
homebrew-cask-fonts	font	Ruby	https://github.com/Homebrew/homebrew-cask-fonts	字体桶	Casks of fonts	homebrew-cask-fonts	{"darwin/brew":{"cmd":"brew tap homebrew/cask-fonts && brew install font-inconsolata\n","reference":"https://github.com/Homebrew/homebrew-cask-fonts?tab=readme-ov-file#lets-try-it"}}
scc	programming	go	https://github.com/boyter/scc	一个非常快速、准确的代码计数器	A very fast, accurate code counter	scc	{"/x":{"cmd":"x pkg use scc","reference":"https://x-cmd.com/install/"},"/go":{"cmd":"go install github.com/boyter/scc@master","reference":"https://github.com/boyter/scc?tab=readme-ov-file#go-get","dsnap":"github.com/boyter/scc@master"},"/snap":{"cmd":"sudo snap install scc","reference":"https://github.com/boyter/scc?tab=readme-ov-file#snap"},"darwin/port":{"cmd":"sudo port install scc","reference":"https://github.com/boyter/scc?tab=readme-ov-file#macports"},"(win|wsl2)/scoop":{"cmd":"scoop install scc","reference":"https://github.com/boyter/scc?tab=readme-ov-file#scoop"},"(win|wsl2)/choco":{"cmd":"choco install scc","reference":"https://github.com/boyter/scc?tab=readme-ov-file#chocolatey"},"freebsd/pkg":{"cmd":"pkg install scc","reference":"https://github.com/boyter/scc?tab=readme-ov-file#freebsd"},"arch/yay":{"cmd":"yay -S scc","reference":"https://aur.archlinux.org/packages/scc"}}
tokei	programming	rust	https://github.com/XAMPPRocky/tokei	tokei 是一个用 Rust 编写的代码行数统计工具	Tokei is a line count tool written in Rust	tokei	{"/x":{"cmd":"x pkg use tokei","reference":"https://x-cmd.com/install/"},"/asdf":{"cmd":"x asdf use tokei","reference":"https://github.com/gasuketsu/asdf-tokei"},"darwin/brew":{"cmd":"brew install tokei","reference":"https://github.com/XAMPPRocky/tokei#installation"},"alpine/apk":{"cmd":"sudo apk add tokei","reference":"https://github.com/XAMPPRocky/tokei#installation"},"arch/pacman":{"cmd":"sudo pacman -S tokei","reference":"https://github.com/XAMPPRocky/tokei#installation"},"fedora/dnf":{"cmd":"sudo dnf install tokei","reference":"https://github.com/XAMPPRocky/tokei#installation"},"opensuse/zypper":{"cmd":"sudo zypper install tokei","reference":"https://github.com/XAMPPRocky/tokei#installation"},"void/xbps":{"cmd":"sudo xbps-install tokei","reference":"https://github.com/XAMPPRocky/tokei#installation"},"freebsd/pkg":{"cmd":"pkg install tokei","reference":"https://github.com/XAMPPRocky/tokei#installation"},"netbsd/pkgin":{"cmd":"pkgin install tokei","reference":"https://github.com/XAMPPRocky/tokei#installation"},"nix/nixpkgs":{"cmd":"nix-env -i tokei","reference":"https://github.com/XAMPPRocky/tokei#installation"},"darwin/port":{"cmd":"sudo port selfupdate && sudo port install tokei","reference":"https://github.com/XAMPPRocky/tokei#installation"},"(win|wsl2)/winget":{"cmd":"x winget install XAMPPRocky.tokei","reference":"https://github.com/XAMPPRocky/tokei#installation"},"(win|wsl2)/scoop":{"cmd":"x scoop install tokei","reference":"https://github.com/XAMPPRocky/tokei#installation"},"/cargo":{"cmd":"cargo install tokei","reference":"https://github.com/XAMPPRocky/tokei#installation","dsnap":"tokei"},"/conda":{"cmd":"conda install -c conda-forge tokei","reference":"https://github.com/XAMPPRocky/tokei#installation"}}
httpstat	programming	Python	https://github.com/reorx/httpstat	httpstat 是一个命令行工具，可在终端中以可视化方式显示 `curl` 请求的统计信息。	httpstat is a CLI tool that displays curl request statistics in a visually in the terminal.	httpstat	{"/wet":{"cmd":"wget https://raw.githubusercontent.com/reorx/httpstat/master/httpstat.py","reference":"https://github.com/reorx/httpstat?tab=readme-ov-file#installation"},"/pip":{"cmd":"pip install httpstat","reference":"https://github.com/reorx/httpstat?tab=readme-ov-file#installation","dsnap":"httpstat"},"darwin/brew":{"cmd":"brew install httpstat","reference":"https://github.com/reorx/httpstat?tab=readme-ov-file#installation"}}
cloc	programming	Perl	https://github.com/AlDanial/cloc	计算代码行数，对许多编程语言中的空白行、注释行和源代码的物理行进行计数	cloc counts blank lines, comment lines, and physical lines of source code in many programming languages.	cloc	{"/npm":{"cmd":"npm install -g cloc","reference":"https://www.npmjs.com/package/cloc","dsnap":"cloc"},"darwin/brew":{"cmd":"brew install cloc","reference":"https://formulae.brew.sh/formula/cloc#default"},"debian/apt":{"cmd":"sudo apt install cloc","reference":"https://github.com/AlDanial/cloc?tab=readme-ov-file#install-via-package-manager","dsnap":"cloc"},"ubuntu/apt":{"cmd":"sudo apt install cloc","reference":"https://github.com/AlDanial/cloc?tab=readme-ov-file#install-via-package-manager","dsnap":"cloc"},"alpine/apk":{"cmd":"sudo apk add cloc","reference":"https://github.com/AlDanial/cloc?tab=readme-ov-file#install-via-package-manager","dsnap":"cloc"},"arch/pacman":{"cmd":"sudo pacman -S cloc","reference":"https://github.com/AlDanial/cloc?tab=readme-ov-file#install-via-package-manager"},"kali/apt":{"cmd":"sudo apt install cloc","reference":"https://github.com/AlDanial/cloc?tab=readme-ov-file#install-via-package-manager","dsnap":"cloc"},"rhel/yum":{"cmd":"sudo yum install cloc","reference":"https://github.com/AlDanial/cloc?tab=readme-ov-file#install-via-package-manager"},"fedora/yum":{"cmd":"sudo yum install cloc","reference":"https://github.com/AlDanial/cloc?tab=readme-ov-file#install-via-package-manager"},"fedora/dnf":{"cmd":"sudo dnf install cloc","reference":"https://github.com/AlDanial/cloc?tab=readme-ov-file#install-via-package-manager","dsnap":"cloc"},"raspbian/apt":{"cmd":"sudo apt install cloc","reference":"https://github.com/AlDanial/cloc?tab=readme-ov-file#install-via-package-manager"},"gentoo/emerge":{"cmd":"sudo emerge -av dev-util/cloc","reference":"https://github.com/AlDanial/cloc?tab=readme-ov-file#install-via-package-manager"},"freebsd/pkg":{"cmd":"sudo pkg install cloc","reference":"https://github.com/AlDanial/cloc?tab=readme-ov-file#install-via-package-manager"},"darwin/port":{"cmd":"sudo port install cloc","reference":"https://github.com/AlDanial/cloc?tab=readme-ov-file#install-via-package-manager"},"(win|wsl2)/scoop":{"cmd":"x scoop install cloc","reference":"https://github.com/AlDanial/cloc?tab=readme-ov-file#install-via-package-manager"},"(win|wsl2)/choco":{"cmd":"x choco install cloc","reference":"https://github.com/AlDanial/cloc?tab=readme-ov-file#install-via-package-manager"},"(win|wsl2)/winget":{"cmd":"x winget install AlDanial.Cloc","reference":"https://github.com/AlDanial/cloc?tab=readme-ov-file#install-via-package-manager"}}
tgpt	ai	Go	https://github.com/aandrew-me/tgpt	tgpt 是一个跨平台的命令行界面（CLI）工具，允许你在终端中使用 AI 聊天机器人，无需 API 密钥。	tgpt is a cross-platform command-line interface (CLI) tool that allows you to use AI chatbot in your Terminal without requiring API keys.	tgpt	{"/curl":{"cmd":"curl -sSL https://raw.githubusercontent.com/aandrew-me/tgpt/main/install | bash -s /usr/local/bin","reference":"https://github.com/aandrew-me/tgpt?tab=readme-ov-file#download-for-gnulinux--or-macos-"},"arch/pacman":{"cmd":"sudo pacman -S tgpt","reference":"https://github.com/aandrew-me/tgpt?tab=readme-ov-file#download-for-gnulinux--or-macos-"},"freebsd/pkg":{"cmd":"pkg install tgpt","reference":"https://github.com/aandrew-me/tgpt?tab=readme-ov-file#freebsd-"},"/go":{"cmd":"go install github.com/aandrew-me/tgpt/v2@latest","reference":"https://github.com/aandrew-me/tgpt?tab=readme-ov-file#install-with-go","dsnap":"github.com/aandrew-me/tgpt/v2@latest"},"(win|wsl2)/scoop":{"cmd":"x scoop install https://raw.githubusercontent.com/aandrew-me/tgpt/main/tgpt.json","reference":"https://github.com/aandrew-me/tgpt?tab=readme-ov-file#windows-"},"(win|wsl2)/choco":{"cmd":"x choco install tgpt","reference":"https://github.com/aandrew-me/tgpt?tab=readme-ov-file#windows-"},"arch/yay":{"cmd":"yay -S tgpt-git","reference":"https://aur.archlinux.org/packages/tgpt-git"}}
litellm	ai	python	https://github.com/BerriAI/litellm	使用 OpenAI 格式调用所有 LLM API。使用 Bedrock、Azure、OpenAI、Cohere、Anthropic、Ollama、Sagemaker、HuggingFace、Replicate（100+ LLMs）	Call all LLM APIs using the OpenAI format. Use Bedrock, Azure, OpenAI, Cohere, Anthropic, Ollama, Sagemaker, HuggingFace, Replicate (100+ LLMs)	litellm	{"/pip":{"cmd":"pip install litellm","reference":"https://github.com/BerriAI/litellm?tab=readme-ov-file#usage-docs","dsnap":"litellm"},"/pipx":{"cmd":"pipx install litellm","reference":"https://github.com/BerriAI/litellm?tab=readme-ov-file#usage-docs"},"arch/yay":{"cmd":"yay -S litellm","reference":"https://aur.archlinux.org/packages/litellm"}}
open-interpreter	ai	Python	https://github.com/KillianLucas/open-interpreter	OpenAI 代码解释器的一个开源的、本地运行的实现	An open-source, locally running implementation of OpenAI's Code Interpreter	open-interpreter	{"/x":{"cmd":"x pkg use open-interpreter","reference":"https://x-cmd.com/install/"},"/pip":{"cmd":"pip install open-interpreter","reference":"https://github.com/KillianLucas/open-interpreter?tab=readme-ov-file#quick-start","dsnap":"open-interpreter"},"arch/yay":{"cmd":"yay -S open-interpreter-desktop-bin","reference":"https://aur.archlinux.org/packages/open-interpreter-desktop-bin"}}
junie	ai	Shell	https://github.com/JetBrains/junie	JetBrains 开发的 AI 编码助手	AI coding assistant developed by JetBrains	junie	{"(darwin|linux)/curl":{"cmd":"curl -fsSL https://junie.jetbrains.com/install.sh | bash","reference":"https://github.com/JetBrains/junie?tab=readme-ov-file#-install"},"win/powershell":{"cmd":"x pwsh -NoProfile -ExecutionPolicy Bypass -Command \"iex (irm 'https://junie.jetbrains.com/install.ps1')\"","reference":"https://github.com/JetBrains/junie?tab=readme-ov-file#-install"},"darwin/brew":{"cmd":"brew tap jetbrains-junie/junie\nbrew install junie\n","reference":"https://github.com/JetBrains/junie?tab=readme-ov-file#-install"},"/npm":{"cmd":"npm install -g @jetbrains/junie","reference":"https://github.com/JetBrains/junie?tab=readme-ov-file#-install","dsnap":"@jetbrains/junie"}}
elia	ai	Python	https://github.com/darrenburns/elia	elia 是一个与大型语言模型（LLM）交互的应用程序，完全在终端中运行，旨在以键盘为中心，既高效又有趣。	elia is an application for interacting with LLMs which runs entirely in your terminal, and is designed to be keyboard-focused, efficient, and fun to use!	elia	{"/pipx":{"cmd":"pipx install --python 3.11 elia-chat","reference":"https://github.com/darrenburns/elia?tab=readme-ov-file#installation"},"arch/yay":{"cmd":"yay -S elia","reference":"https://aur.archlinux.org/packages/elia"}}
aider	ai	Python	https://github.com/Aider-AI/aider	aider 是一个终端中的 AI 配对编程工具。	aider is AI pair programming in your terminal	aider	{"/x":{"cmd":"x pkg use aider","reference":"https://x-cmd.com/install/"},"win/powershell":{"cmd":"x pwsh -ExecutionPolicy ByPass -c \"irm https://aider.chat/install.ps1 | iex\"","reference":"https://aider.chat/docs/install.html#windows"},"/curl":{"cmd":"curl -LsSf https://aider.chat/install.sh | sh","reference":"https://aider.chat/docs/install.html#mac--linux"},"/wget":{"cmd":"wget -qO- https://aider.chat/install.sh | sh","reference":"https://aider.chat/docs/install.html#mac--linux"},"/pipx":{"cmd":"pipx install aider-chat","reference":"https://aider.chat/docs/install.html#install-with-pipx"},"/pip":{"cmd":"python -m pip install -U --upgrade-strategy only-if-needed aider-chat","reference":"https://aider.chat/docs/install.html#install-with-pip","dsnap":"aider-chat"},"/uv":{"cmd":"uv tool install --force --python python3.12 aider-chat@latest","reference":"https://aider.chat/docs/install.html#install-with-uv","dsnap":"aider-chat"},"darwin/brew":{"cmd":"brew install aider","reference":"https://formulae.brew.sh/formula/aider#default"},"arch/yay":{"cmd":"yay -S aider-chat","reference":"https://aur.archlinux.org/packages/aider-chat"}}
whisperlivekit	ai	Python	https://github.com/QuentinFuxa/WhisperLiveKit	超低延迟、自托管的语音转文本功能，并且能够区分音频中不同说话人	Ultra-low-latency, self-hosted speech-to-text with speaker identification	wlk	{"/pip":{"cmd":"pip install whisperlivekit","reference":"https://github.com/QuentinFuxa/WhisperLiveKit#installation","dsnap":"whisperlivekit"},"arch/yay":{"cmd":"yay -S whisperlivekit","reference":"https://aur.archlinux.org/packages/whisperlivekit"}}
harbor	ai	Python	https://github.com/laude-institute/harbor	用于运行代理评估以及创建和使用 RL 环境的框架（依赖 git 和 Docker）	a framework for running agent evaluations and creating and using RL environments (requires git and Docker)	harbor	{"/uv":{"cmd":"uv tool install harbor","reference":"https://github.com/laude-institute/harbor?tab=readme-ov-file#installation"},"/pip":{"cmd":"pip install harbor","reference":"https://github.com/laude-institute/harbor?tab=readme-ov-file#installation"}}
anthropic-cli	ai	Go	https://github.com/anthropics/anthropic-cli	Claude 开发者平台的官方 CLI	The official CLI for the Claude Developer Platform	ant	{"darwin/brew":{"cmd":"brew install anthropics/tap/ant","reference":"https://platform.claude.com/docs/en/api/sdks/cli#installation"},"linux/curl":{"cmd":"VERSION=1.0.0\nOS=$(uname -s | tr '[:upper:]' '[:lower:]')\nARCH=$(uname -m | sed -e 's/x86_64/amd64/' -e 's/aarch64/arm64/')\ncurl -fsSL \"https://github.com/anthropics/anthropic-cli/releases/download/v${VERSION}/ant_${VERSION}_${OS}_${ARCH}.tar.gz\" \\\n  | sudo tar -xz -C /usr/local/bin ant\n","reference":"https://platform.claude.com/docs/en/api/sdks/cli#installation"},"/go":{"cmd":"go install 'github.com/anthropics/anthropic-cli/cmd/ant@latest'","reference":"https://platform.claude.com/docs/en/api/sdks/cli#installation"}}
skill-seekers	ai	Python	https://github.com/yusufkaraaslan/Skill_Seekers	一款自动化工具，可将文档网站、GitHub 代码库和 PDF 文件转换为可用于生产环境的 Claude AI 技能	an automated tool that transforms documentation websites, GitHub repositories, and PDF files into production-ready Claude AI skills.	skill-seekers	{"/pip":{"cmd":"pip install 'skill-seekers[all-llms]'","reference":"https://github.com/yusufkaraaslan/Skill_Seekers","dsnap":"skill-seekers[all-llms]"}}
hermes-agent	ai	Python	https://github.com/nousresearch/hermes-agent	Nous Research 开发的自学习型 AI 智能体， 是唯一一款内置学习循环的智能体	The self-improving AI agent built by Nous Research. It's the only agent with a built-in learning loop	hermes	{"/curl":{"cmd":"curl -fsSL https://raw.githubusercontent.com/NousResearch/hermes-agent/main/scripts/install.sh | bash","reference":"https://github.com/nousresearch/hermes-agent?tab=readme-ov-file#quick-install"},"arch/yay":{"cmd":"yay -S hermes-agent","reference":"https://aur.archlinux.org/packages/hermes-agent"}}
terminal-bench	ai	Python	https://github.com/laude-institute/terminal-bench	终端环境中人工智能代理的基准测试（依赖 git 和 Docker）	a benchmark for ai agents in terminal environments (requires git and Docker)	terminal-bench,tb	{"/uv":{"cmd":"uv tool install terminal-bench","reference":"https://github.com/laude-institute/terminal-bench?tab=readme-ov-file#quickstart"},"/pip":{"cmd":"pip install terminal-bench","reference":"https://github.com/laude-institute/terminal-bench?tab=readme-ov-file#quickstart"}}
gptui	ai	Python	https://happyapplehorse.github.io/gptui/	GPTUI 是一个在终端中运行的 GPT 对话 TUI 工具	GPTUI is a GPT conversational TUI (Textual User Interface) tool that runs within the terminal	gptui	{"/x":{"cmd":"x pkg use gptui","reference":"https://x-cmd.com/install/"},"/pip":{"cmd":"pip install gptui","reference":"https://github.com/happyapplehorse/gptui?tab=readme-ov-file#install-with-pip","dsnap":"gptui"}}
cursor	ai	Typescript	https://cursor.com	深度集成了 AI 辅助编程功能的现代化代码编辑器	A modern code editor with deep AI-assisted coding integration	cursor	{"/curl":{"cmd":"curl https://cursor.com/install -fsS | bash","reference":"https://cursor.com/download"},"darwin/brew":{"cmd":"brew install --cask cursor","reference":"https://formulae.brew.sh/cask/cursor#default"},"arch/yay":{"cmd":"yay -S cursor-bin","reference":"https://aur.archlinux.org/packages/cursor-bin"},"win/winget":{"cmd":"winget install Cursor.Cursor","reference":"https://winstall.app/apps/Anysphere.Cursor"}}
mcphost	ai	Go	https://github.com/mark3labs/mcphost	一个 CLI 主机应用程序，支持大型语言模型 (LLM) 通过模型上下文协议 (MCP) 与外部工具交互。	A CLI host application that enables Large Language Models (LLMs) to interact with external tools through the Model Context Protocol (MCP).	mcphost	{"/go":{"cmd":"go install github.com/mark3labs/mcphost@latest","reference":"https://github.com/mark3labs/mcphost?tab=readme-ov-file#installation-","dsnap":"github.com/mark3labs/mcphost@latest"},"arch/yay":{"cmd":"yay -S mcphost","reference":"https://aur.archlinux.org/packages/mcphost"}}
